export_index,mirror_id,position_key,x,y
1,225977427565346,"[""ring1"",""active"",0]",100.34189490929057,-94.364920052662228
2,98461791273696,"[""ring1"",""active"",1]",99.080037361082702,-83.165624557873997
3,146546269447317,"[""ring1"",""active"",2]",96.572190855482503,-72.178031101802645
4,91816430395141,"[""ring1"",""active"",3]",92.849893017384318,-61.540315047308475
5,231364419112210,"[""ring1"",""active"",4]",87.959953901829749,-51.386251845923404
6,186914820487113,"[""ring1"",""active"",5]",81.963867330405662,-41.843534733929538
7,218691133102543,"[""ring1"",""active"",6]",74.937037570758136,-33.03216891582359
8,249518401681586,"[""ring1"",""active"",7]",66.96783108417641,-25.062962429241864
9,257081424862060,"[""ring1"",""active"",8]",58.156465266070477,-18.036132669594352
10,462329393670,"[""ring1"",""active"",9]",48.613748154076603,-12.040046098170251
11,136638878541845,"[""ring1"",""active"",10]",38.459684952691532,-7.1501069826156822
12,113440114950139,"[""ring1"",""active"",11]",27.821968898197365,-3.4278091445174965
13,189893974123011,"[""ring1"",""active"",12]",16.834375442126014,-0.91996263891729768
14,259292959545620,"[""ring1"",""active"",13]",5.6350799473377808,0.34189490929057342
15,199461450372935,"[""ring1"",""active"",14]",-5.6350799473377684,0.34189490929057342
16,53150555964577,"[""ring1"",""active"",15]",-16.834375442125999,-0.91996263891729768
17,182181300776484,"[""ring1"",""active"",16]",-27.821968898197355,-3.4278091445174965
18,36828647183504,"[""ring1"",""active"",17]",-38.459684952691518,-7.1501069826156822
19,245044142097057,"[""ring1"",""active"",18]",-48.613748154076589,-12.040046098170251
20,164989153111639,"[""ring1"",""active"",19]",-58.156465266070477,-18.036132669594338
21,82757952312123,"[""ring1"",""active"",20]",-66.967831084176396,-25.06296242924185
22,264367324792324,"[""ring1"",""active"",21]",-74.937037570758136,-33.03216891582359
23,96077426024455,"[""ring1"",""active"",22]",-81.963867330405648,-41.843534733929516
24,175280640722083,"[""ring1"",""active"",23]",-87.959953901829749,-51.386251845923397
25,271289438101252,"[""ring1"",""active"",24]",-92.849893017384318,-61.540315047308468
26,22151644413009,"[""ring1"",""active"",25]",-96.572190855482503,-72.178031101802631
27,54785332350034,"[""ring1"",""active"",26]",-99.080037361082702,-83.165624557873983
28,37097415433566,"[""ring1"",""active"",27]",-100.34189490929057,-94.364920052662214
29,7974149837147,"[""ring1"",""active"",28]",-100.34189490929057,-105.63507994733776
30,159066063835249,"[""ring1"",""active"",29]",-99.080037361082702,-116.834375442126
31,227814935923795,"[""ring1"",""active"",30]",-96.572190855482503,-127.82196889819735
32,112737315580354,"[""ring1"",""active"",31]",-92.849893017384332,-138.4596849526915
33,279057199714791,"[""ring1"",""active"",32]",-87.959953901829763,-148.61374815407657
34,104555532071604,"[""ring1"",""active"",33]",-81.963867330405662,-158.15646526607046
35,114636202083057,"[""ring1"",""active"",34]",-74.93703757075815,-166.9678310841764
36,166816355597687,"[""ring1"",""active"",35]",-66.96783108417641,-174.93703757075815
37,196871639851600,"[""ring1"",""active"",36]",-58.156465266070519,-181.96386733040561
38,163201643135464,"[""ring1"",""active"",37]",-48.613748154076653,-187.95995390182969
39,141087017475327,"[""ring1"",""active"",38]",-38.459684952691497,-192.84989301738432
40,274460507970912,"[""ring1"",""active"",39]",-27.821968898197337,-196.57219085548252
41,211658257369416,"[""ring1"",""active"",40]",-16.834375442126071,-199.0800373610827
42,25256560694987,"[""ring1"",""active"",41]",-5.635079947337748,-200.34189490929057
43,111109889874469,"[""ring1"",""active"",42]",5.6350799473378004,-200.34189490929055
44,248359595964128,"[""ring1"",""active"",43]",16.834375442125946,-199.0800373610827
45,232550607584963,"[""ring1"",""active"",44]",27.821968898197387,-196.57219085548252
46,8954556596020,"[""ring1"",""active"",45]",38.459684952691461,-192.84989301738435
47,16077873566104,"[""ring1"",""active"",46]",48.613748154076546,-187.95995390182978
48,82931331611565,"[""ring1"",""active"",47]",58.156465266070498,-181.96386733040563
49,126224545870466,"[""ring1"",""active"",48]",66.967831084176353,-174.93703757075821
50,166042599386754,"[""ring1"",""active"",49]",74.93703757075815,-166.9678310841764
51,251037322716503,"[""ring1"",""active"",50]",81.963867330405662,-158.15646526607046
52,31188186379726,"[""ring1"",""active"",51]",87.959953901829707,-148.61374815407666
53,126661320454706,"[""ring1"",""active"",52]",92.849893017384332,-138.4596849526915
54,128981286295392,"[""ring1"",""active"",53]",96.572190855482489,-127.82196889819743
55,252776293597944,"[""ring1"",""active"",54]",99.080037361082702,-116.83437544212607
56,250461289762377,"[""ring1"",""active"",55]",100.34189490929057,-105.63507994733776
57,118963306441431,"[""ring2"",""active"",0]",111.46651588186815,-94.436937469366484
58,166210091923763,"[""ring2"",""active"",1]",110.35871156856204,-83.3661006228415
59,117307025828046,"[""ring2"",""active"",2]",108.15411279891781,-72.460578941425354
60,31761126237247,"[""ring2"",""active"",3]",104.87462986596651,-61.828756399102907
61,8755066053518,"[""ring2"",""active"",4]",100.55285574446647,-51.576296824850139
62,26147884959761,"[""ring2"",""active"",5]",95.231742167277162,-41.805093768030275
63,113321123638128,"[""ring2"",""active"",6]",88.964172751741089,-32.612257834522509
64,146421478213383,"[""ring2"",""active"",7]",81.812437418535737,-24.089151557892095
65,209994560452606,"[""ring2"",""active"",8]",73.847613326456894,-16.320481397485267
66,52342416943538,"[""ring2"",""active"",9]",65.148858475681806,-9.3834558875803964
67,200784994231433,"[""ring2"",""active"",10]",55.802624999999992,-3.3470183042867632
68,91357866436445,"[""ring2"",""active"",11]",45.901799966667703,1.7288385237073669
69,198849746917301,"[""ring2"",""active"",12]",35.54478222300181,5.7936684508192826
70,195368130266985,"[""ring2"",""active"",13]",24.834504464427965,8.8070733710304836
71,150101175004650,"[""ring2"",""active"",14]",13.877410243108757,10.739104712413862
72,24350496598495,"[""ring2"",""active"",15]",2.7823960841005757,11.570561079496613
73,111513192711181,"[""ring2"",""active"",16]",-8.3402707772362774,11.293179085354922
74,183037382441518,"[""ring2"",""active"",17]",-19.380048280562175,9.9097154768657418
75,224334105978858,"[""ring2"",""active"",18]",-30.227218157217113,7.4339197369178578
76,240661364293959,"[""ring2"",""active"",19]",-40.773976359667593,3.8903974358735951
77,206103613447385,"[""ring2"",""active"",20]",-50.915504466564052,-0.68563430964381666
78,205049209907177,"[""ring2"",""active"",21]",-60.551011415304046,-6.2486968402773471
79,140036588241521,"[""ring2"",""active"",22]",-69.584735208894429,-12.74350194128489
80,178109332024333,"[""ring2"",""active"",23]",-77.926894641700684,-20.105501321656789
81,147447801650378,"[""ring2"",""active"",24]",-85.494581585404319,-28.261528124031329
82,186058987222788,"[""ring2"",""active"",25]",-92.212584967230171,-37.130524089794925
83,15063983504382,"[""ring2"",""active"",26]",-98.014138251377716,-46.624345152473133
84,82820283973980,"[""ring2"",""active"",27]",-102.84158299484983,-56.648637453063635
85,4812291460678,"[""ring2"",""active"",28]",-106.64694188296367,-67.103775071077393
86,254876129109843,"[""ring2"",""active"",29]",-109.39239554945871,-77.885850151695422
87,52090938489001,"[""ring2"",""active"",30]",-111.05065844234947,-88.887705588712222
88,276426639245006,"[""ring2"",""active"",31]",-111.60525000000001,-99.999999999999986
89,150770518482208,"[""ring2"",""active"",32]",-111.05065844234947,-111.11229441128775
90,65908650420079,"[""ring2"",""active"",33]",-109.39239554945873,-122.11414984830455
91,238391778599238,"[""ring2"",""active"",34]",-106.6469418829637,-132.89622492892255
92,187322721507181,"[""ring2"",""active"",35]",-102.84158299484982,-143.3513625469364
93,75900330232157,"[""ring2"",""active"",36]",-98.01413825137773,-153.37565484752685
94,56946199260712,"[""ring2"",""active"",37]",-92.2125849672302,-162.86947591020507
95,155089634456550,"[""ring2"",""active"",38]",-85.494581585404333,-171.73847187596863
96,273285650791107,"[""ring2"",""active"",39]",-77.926894641700684,-179.89449867834318
97,251067079882723,"[""ring2"",""active"",40]",-69.584735208894443,-187.25649805871507
98,13564978797403,"[""ring2"",""active"",41]",-60.551011415304032,-193.75130315972265
99,94878253318120,"[""ring2"",""active"",42]",-50.915504466564123,-199.31436569035617
100,207197014732390,"[""ring2"",""active"",43]",-40.773976359667692,-203.89039743587358
101,203533647948113,"[""ring2"",""active"",44]",-30.22721815721707,-207.43391973691786
102,82706652683496,"[""ring2"",""active"",45]",-19.380048280562178,-209.90971547686576
103,5167778211505,"[""ring2"",""active"",46]",-8.3402707772363289,-211.29317908535492
104,255403182698697,"[""ring2"",""active"",47]",2.7823960841005482,-211.5705610794966
105,82825078268065,"[""ring2"",""active"",48]",13.877410243108681,-210.73910471241388
106,260003801076989,"[""ring2"",""active"",49]",24.83450446442794,-208.80707337103047
107,100092810805523,"[""ring2"",""active"",50]",35.544782223001825,-205.79366845081927
108,29530510557746,"[""ring2"",""active"",51]",45.90179996666766,-201.7288385237074
109,197980779087096,"[""ring2"",""active"",52]",55.80262500000002,-196.65298169571321
110,226745184831197,"[""ring2"",""active"",53]",65.148858475681749,-190.61654411241963
111,72278781839760,"[""ring2"",""active"",54]",73.847613326456823,-183.6795186025148
112,58047453449443,"[""ring2"",""active"",55]",81.812437418535765,-175.91084844210786
113,234423215575746,"[""ring2"",""active"",56]",88.964172751741074,-167.3877421654775
114,209822820493380,"[""ring2"",""active"",57]",95.231742167277176,-158.1949062319697
115,236217161036323,"[""ring2"",""active"",58]",100.55285574446647,-148.42370317514988
116,97422826446002,"[""ring2"",""active"",59]",104.87462986596648,-138.17124360089718
117,23605700022271,"[""ring2"",""active"",60]",108.15411279891781,-127.53942105857467
118,132338057296044,"[""ring2"",""active"",61]",110.35871156856204,-116.63389937715849
119,226357588493116,"[""ring2"",""active"",62]",111.46651588186815,-105.56306253063357
120,59555902021457,"[""ring3"",""active"",0]",122.58333187502679,-94.414880783094475
121,155037580514219,"[""ring3"",""active"",1]",121.56756778109118,-83.290922406075026
122,110538863576565,"[""ring3"",""active"",2]",119.54445653440398,-72.305420708304581
