export_index,mirror_id,position_key,x,y
1,177487332782245,"[""hex-band"",9,0,0]",91.192475018500005,52.649999999999999
2,156911796746208,"[""hex-band"",9,1,0]",0,105.3
3,92738156363829,"[""hex-band"",9,2,0]",-91.192475018500005,52.649999999999999
4,148283304611617,"[""hex-band"",9,3,0]",-91.192475018500005,-52.649999999999999
5,268463475939608,"[""hex-band"",9,4,0]",-0,-105.3
6,21258706387315,"[""hex-band"",9,5,0]",91.192475018500005,-52.649999999999999
7,89904618064464,"[""hex-band"",10,0,0]",101.3249722428,58.5
8,278346033341436,"[""hex-band"",10,0,1]",91.192475018500005,64.349999999999994
9,177323706621083,"[""hex-band"",10,0,2]",81.059977794199995,70.200000000000003
10,265447557460768,"[""hex-band"",10,0,3]",70.927480569899998,76.049999999999997
11,269648492074404,"[""hex-band"",10,0,4]",60.794983345699997,81.900000000000006
12,180293435491565,"[""hex-band"",10,0,5]",50.662486121400001,87.75
13,71919375184712,"[""hex-band"",10,0,6]",40.529988897099997,93.599999999999994
14,72866860789760,"[""hex-band"",10,0,7]",30.397491672800001,99.450000000000003
15,275563573785371,"[""hex-band"",10,0,8]",20.2649944486,105.3
16,224071872910899,"[""hex-band"",10,0,9]",10.1324972243,111.15000000000001
17,255117604682208,"[""hex-band"",10,1,0]",0,117
18,105245893851088,"[""hex-band"",10,1,1]",-10.1324972243,111.15000000000001
19,195452634905345,"[""hex-band"",10,1,2]",-20.2649944486,105.3
20,104452391996274,"[""hex-band"",10,1,3]",-30.397491672800001,99.450000000000003
21,4933255546843,"[""hex-band"",10,1,4]",-40.529988897099997,93.599999999999994
22,212254849194912,"[""hex-band"",10,1,5]",-50.662486121400001,87.75
23,73256366757274,"[""hex-band"",10,1,6]",-60.794983345699997,81.900000000000006
24,42315522704913,"[""hex-band"",10,1,7]",-70.927480569899998,76.049999999999997
25,215692473942463,"[""hex-band"",10,1,8]",-81.059977794199995,70.200000000000003
26,206020418947876,"[""hex-band"",10,1,9]",-91.192475018500005,64.349999999999994
27,67600813541500,"[""hex-band"",10,2,0]",-101.3249722428,58.5
28,59869326812629,"[""hex-band"",10,2,1]",-101.3249722428,46.799999999999997
29,244994884214128,"[""hex-band"",10,2,2]",-101.3249722428,35.100000000000001
30,267899771688371,"[""hex-band"",10,2,3]",-101.3249722428,23.399999999999999
31,144093528335235,"[""hex-band"",10,2,4]",-101.3249722428,11.699999999999999
32,110919439977929,"[""hex-band"",10,2,5]",-101.3249722428,0
33,210391834291652,"[""hex-band"",10,2,6]",-101.3249722428,-11.699999999999999
34,130660616386954,"[""hex-band"",10,2,7]",-101.3249722428,-23.399999999999999
35,144507812617364,"[""hex-band"",10,2,8]",-101.3249722428,-35.100000000000001
36,138433268632805,"[""hex-band"",10,2,9]",-101.3249722428,-46.799999999999997
37,1533875686683,"[""hex-band"",10,3,0]",-101.3249722428,-58.5
